video_id,title,description,publish_date,duration,view_count,like_count,url,thumbnail,processing_status,processing_date,transcript_path,embeddings_status,embeddings_date,embeddings_count
M95WZQin3TU,"""Pour Out Your Heart Before Him""  Psalm 62:1-12","Fellowship Baptist Church - Oakton, VA
April 13, 2025 (Evening Worship)",20250414,2105,4,0,https://www.youtube.com/watch?v=M95WZQin3TU,https://i.ytimg.com/vi/M95WZQin3TU/maxresdefault.jpg,processed,2025-04-14T18:55:27.737117,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\M95WZQin3TU.json,pending,,0
aTSM21mPzc0,"""We Are His Ambassadors""  II Corinthians 5:18-20","Fellowship Baptist Church - Oakton, VA
April 13, 2025 (Morning Worship)",20250413,2636,0,0,https://www.youtube.com/watch?v=aTSM21mPzc0,https://i.ytimg.com/vi/aTSM21mPzc0/maxresdefault.jpg,processed,2025-04-14T18:59:34.487731,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\aTSM21mPzc0.json,pending,,0
IEGhT2j43Rg,"""Transformation""   II Corinthians 5:17","Fellowship Baptist Church - Oakton, VA
April 6, 2025 (Morning Worship)",20250406,2697,2,0,https://www.youtube.com/watch?v=IEGhT2j43Rg,https://i.ytimg.com/vi/IEGhT2j43Rg/maxresdefault.jpg,processed,2025-04-14T19:04:03.677452,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\IEGhT2j43Rg.json,pending,,0
rAbk_dVtRjc,"""Seven Lessons From Seven Churches""  Revelation 2-3","Fellowship Baptist Church - Oakton, VA
March 30, 2025 (Evening Worship)",20250331,2688,3,0,https://www.youtube.com/watch?v=rAbk_dVtRjc,https://i.ytimg.com/vi/rAbk_dVtRjc/maxresdefault.jpg,processed,2025-04-14T19:08:24.357182,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\rAbk_dVtRjc.json,pending,,0
9aMxxX-X0kc,"""Who Am I Living For?""  II Corinthians 5:14-16","Fellowship Baptist Church - Oakton, VA
March 30, 2025 (Morning Worship)",20250330,2521,3,0,https://www.youtube.com/watch?v=9aMxxX-X0kc,https://i.ytimg.com/vi/9aMxxX-X0kc/maxresdefault.jpg,processed,2025-04-14T19:12:22.092354,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\9aMxxX-X0kc.json,pending,,0
07naoQP9rPI,"""The Church Of The Laodiceans - Part Two""  Revelation 3:18-22","Fellowship Baptist Church - Oakton, VA
March 23, 2025 (Evening Worship)",20250326,2154,6,0,https://www.youtube.com/watch?v=07naoQP9rPI,https://i.ytimg.com/vi/07naoQP9rPI/maxresdefault.jpg,processed,2025-04-14T19:16:00.319667,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\07naoQP9rPI.json,pending,,0
QI1RKiGpoHA,"""The Church Of The Laodiceans - Part One"" Revelation 3:14-17","Fellowship Baptist Church - Oakton, VA
March 16, 2025 (Evening Worship)",20250322,2348,12,0,https://www.youtube.com/watch?v=QI1RKiGpoHA,https://i.ytimg.com/vi/QI1RKiGpoHA/maxresdefault.jpg,processed,2025-04-14T19:19:42.824068,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\QI1RKiGpoHA.json,pending,,0
iMFOWiAni18,"""The Judgment Seat Of Christ""  II Corinthians 5:10-13","Fellowship Baptist Church, Oakton, VA
March 16, 2025 (Morning Worship)",20250316,3213,16,0,https://www.youtube.com/watch?v=iMFOWiAni18,https://i.ytimg.com/vi/iMFOWiAni18/maxresdefault.jpg,processed,2025-04-14T19:25:02.172784,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\iMFOWiAni18.json,pending,,0
5cqwtLBS4OE,"""Striving To Please My Saviour""  II Corinthians 5:9","Fellowship Baptist Church - Oakton, VA
March 9, 2025 (Morning Worship)",20250310,2863,17,0,https://www.youtube.com/watch?v=5cqwtLBS4OE,https://i.ytimg.com/vi/5cqwtLBS4OE/maxresdefault.jpg,processed,2025-04-14T19:29:51.041747,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\5cqwtLBS4OE.json,pending,,0
Ka9pI-oYLw8,"""The Certainty Of Heaven""  II Corinthians 5:1-8","Fellowship Baptist Church - Oakton, VA
March 2, 2025 (Morning Worship)",20250303,2778,5,0,https://www.youtube.com/watch?v=Ka9pI-oYLw8,https://i.ytimg.com/vi/Ka9pI-oYLw8/maxresdefault.jpg,processed,2025-04-14T19:35:01.645279,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\Ka9pI-oYLw8.json,pending,,0
KnZFjfOQSr4,"""The Church In Philadelphia""  Revelation 3:7-13","Fellowship Baptist Church - Oakton, VA
March 2, 2025 (Evening Worship)",20250303,2108,5,0,https://www.youtube.com/watch?v=KnZFjfOQSr4,https://i.ytimg.com/vi/KnZFjfOQSr4/maxresdefault.jpg,processed,2025-04-14T19:38:31.158023,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\KnZFjfOQSr4.json,pending,,0
DtcTsCiwnIM,"""O How Love I Thy Law"" Psalm 119:97","Fellowship Baptist Church - Oakton, VA
February 23, 2025 (Evening Worship)",20250224,2445,10,0,https://www.youtube.com/watch?v=DtcTsCiwnIM,https://i.ytimg.com/vi/DtcTsCiwnIM/maxresdefault.jpg,processed,2025-04-14T19:42:37.713739,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\DtcTsCiwnIM.json,pending,,0
G38C0Tuh6UA,"""We Faint Not"" II Corinthians 4:8-18","Fellowship Baptist Church - Oakton, VA
February 23, 2025 (Morning Worship)",20250224,3104,11,0,https://www.youtube.com/watch?v=G38C0Tuh6UA,https://i.ytimg.com/vi/G38C0Tuh6UA/maxresdefault.jpg,processed,2025-04-14T19:47:59.864685,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\G38C0Tuh6UA.json,pending,,0
5gWVxtcarvc,"""Unto The Church In Sardis"" - Revelation 3:1-6","Fellowship Baptist Church - Oakton, VA
February 16, 2025 (Evening Worship)",20250217,2537,11,0,https://www.youtube.com/watch?v=5gWVxtcarvc,https://i.ytimg.com/vi/5gWVxtcarvc/maxresdefault.jpg,processed,2025-04-14T19:52:05.914698,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\5gWVxtcarvc.json,pending,,0
nKp-m3cnElM,"""This Treasure In Earthen Vessels""  II Corinthians 4:1-7","Fellowship Baptist Church - Oakton, VA 
February 16, 2025 (Morning Worship)",20250216,2470,7,0,https://www.youtube.com/watch?v=nKp-m3cnElM,https://i.ytimg.com/vi/nKp-m3cnElM/maxresdefault.jpg,processed,2025-04-14T19:56:12.785830,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\nKp-m3cnElM.json,pending,,0
4jMDiZ3Rc6E,"""The Glorious Gospel""  II Corinthians 3:1-18","Fellowship Baptist Church - Oakton, VA 
February 9, 2025 (Morning Worship)",20250211,3222,5,0,https://www.youtube.com/watch?v=4jMDiZ3Rc6E,https://i.ytimg.com/vi/4jMDiZ3Rc6E/maxresdefault.jpg,processed,2025-04-14T20:01:41.612982,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\4jMDiZ3Rc6E.json,pending,,0
MyCOoL7O768,"""The Church In Thyatira - Part 2""  Revelation 2:20-29","Fellowship Baptist Church - Oakton, VA
February 9, 2025 (Evening Worship)",20250211,2614,7,0,https://www.youtube.com/watch?v=MyCOoL7O768,https://i.ytimg.com/vi/MyCOoL7O768/maxresdefault.jpg,processed,2025-04-14T20:06:18.033863,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\MyCOoL7O768.json,pending,,0
9cUH_kdAYSs,"""Let A Man Examine Himself""  I Corinthians 11:17-31","Fellowship Baptist Church - Oakton, VA
February 2, 2025 (Evening Worship)",20250203,2671,6,0,https://www.youtube.com/watch?v=9cUH_kdAYSs,https://i.ytimg.com/vi/9cUH_kdAYSs/maxresdefault.jpg,processed,2025-04-14T20:10:58.763602,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\9cUH_kdAYSs.json,pending,,0
giwhcbMIrNo,"""Victory In Jesus""  II Corinthians 2:12-17","Fellowship Baptist Church - Oakton, VA 
February 2, 2025 (Morning Worship)",20250203,2829,7,0,https://www.youtube.com/watch?v=giwhcbMIrNo,https://i.ytimg.com/vi/giwhcbMIrNo/maxresdefault.jpg,processed,2025-04-14T20:15:44.472030,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\giwhcbMIrNo.json,pending,,0
cpLrMtVrJ9o,"""Forgiveness"" II Corinthians 2:5-11","Fellowship Baptist Church - Oakton, VA
January 26, 2025 (Morning Worship)",20250126,2917,16,0,https://www.youtube.com/watch?v=cpLrMtVrJ9o,https://i.ytimg.com/vi/cpLrMtVrJ9o/maxresdefault.jpg,processed,2025-04-14T20:20:58.764100,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\cpLrMtVrJ9o.json,pending,,0
A0Rp78gBbvQ,"""Jesus Is Coming Again"" John 14:1-3","Fellowship Baptist Church - Oakton, VA 
January 19, 2025 (Morning Worship)",20250119,3197,11,0,https://www.youtube.com/watch?v=A0Rp78gBbvQ,https://i.ytimg.com/vi/A0Rp78gBbvQ/maxresdefault.jpg,processed,2025-04-14T20:26:34.605644,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\A0Rp78gBbvQ.json,pending,,0
najkOZaBPgU,"""The Church In Thyatira - Part 1"" Revelation 2:18-19","Fellowship Baptist Church - Oakton, VA 
January 12, 2025 (Evening Worship)",20250119,2268,7,0,https://www.youtube.com/watch?v=najkOZaBPgU,https://i.ytimg.com/vi/najkOZaBPgU/maxresdefault.jpg,processed,2025-04-14T20:30:33.621189,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\najkOZaBPgU.json,pending,,0
othOg-hLUps,"""When You Are Misunderstood"" II Corinthians 1:12-2:4","Fellowship Baptist Church - Oakton, VA 
January 12, 2025 (Morning Worship)",20250112,2780,12,0,https://www.youtube.com/watch?v=othOg-hLUps,https://i.ytimg.com/vi/othOg-hLUps/maxresdefault.jpg,processed,2025-04-14T20:35:14.187654,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\othOg-hLUps.json,pending,,0
BrRJsjtlhBg,"""With Suffering Comes Comfort"" II Corinthians 1:1-11","Fellowship Baptist Church - Oakton, VA 
January 5, 2025 (Morning Worship)",20250106,2867,11,0,https://www.youtube.com/watch?v=BrRJsjtlhBg,https://i.ytimg.com/vi/BrRJsjtlhBg/maxresdefault.jpg,processed,2025-04-14T20:40:00.180167,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\BrRJsjtlhBg.json,pending,,0
jRZn5p4HETY,"""The Church In Pergamos"" Revelation 2:12-17","Fellowship Baptist Church - Oakton, VA 
January 5, 2025 (Evening Worship)",20250106,2754,10,1,https://www.youtube.com/watch?v=jRZn5p4HETY,https://i.ytimg.com/vi/jRZn5p4HETY/maxresdefault.jpg,processed,2025-04-14T20:44:41.944457,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\jRZn5p4HETY.json,pending,,0
pYLTkv5zKls,"""When God Puts Something In Your Heart"" Nehemiah 2:11-20","Fellowship Baptist Church - Oakton, VA 
December 29, 2024 (Evening Worship)",20241230,2504,11,0,https://www.youtube.com/watch?v=pYLTkv5zKls,https://i.ytimg.com/vi/pYLTkv5zKls/maxresdefault.jpg,processed,2025-04-14T20:48:51.188961,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\pYLTkv5zKls.json,pending,,0
8a6mW0kuSNU,"""God's Grace Is Sufficient"" II Corinthians 12:7-10","Fellowship Baptist Church - Oakton, VA 
December 29, 2024 (Morning Worship)",20241229,2073,12,0,https://www.youtube.com/watch?v=8a6mW0kuSNU,https://i.ytimg.com/vi/8a6mW0kuSNU/maxresdefault.jpg,processed,2025-04-14T20:52:14.212675,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\8a6mW0kuSNU.json,pending,,0
4j6miDNAqs4,"""We Have Come To Worship Him"" Matthew 2:1-12","Fellowship Baptist Church - Oakton, VA 
December 22, 2024 (Morning Worship)",20241222,2920,12,0,https://www.youtube.com/watch?v=4j6miDNAqs4,https://i.ytimg.com/vi/4j6miDNAqs4/maxresdefault.jpg,processed,2025-04-14T20:57:17.794609,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\4j6miDNAqs4.json,pending,,0
C4vnJdsfZok,"""Strengthened For Service"" II Timothy 4:14-22","Fellowship Baptist Church - Oakton, VA 
December 15, 2024 (Morning Worship)",20241216,2904,15,0,https://www.youtube.com/watch?v=C4vnJdsfZok,https://i.ytimg.com/vi/C4vnJdsfZok/maxresdefault.jpg,processed,2025-04-14T21:02:04.873269,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\C4vnJdsfZok.json,pending,,0
eKXXb-CvsCo,"""Loving God With All Your Heart"" John 21:15-19","Fellowship Baptist Church - Oakton, VA 
December 1, 2024 (Evening Worship)",20241202,2506,9,0,https://www.youtube.com/watch?v=eKXXb-CvsCo,https://i.ytimg.com/vi/eKXXb-CvsCo/maxresdefault.jpg,processed,2025-04-14T21:06:15.037812,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\eKXXb-CvsCo.json,pending,,0
V298kr7O9NY,"""To The Church Of Ephesus - Part Two"" Revelation 2:1-7","Fellowship Baptist Church - Oakton, VA 
November 17, 2024 (Evening Worship)",20241118,2850,24,0,https://www.youtube.com/watch?v=V298kr7O9NY,https://i.ytimg.com/vi/V298kr7O9NY/maxresdefault.jpg,processed,2025-04-14T21:11:09.986526,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\V298kr7O9NY.json,pending,,0
CHq3SIGfCKo,"""Press On"" II Timothy 3:13 - II Timothy 4:5","Fellowship Baptist Church - Oakton, VA 
November 17, 2024 (Morning Worship)",20241117,3056,12,0,https://www.youtube.com/watch?v=CHq3SIGfCKo,https://i.ytimg.com/vi/CHq3SIGfCKo/maxresdefault.jpg,processed,2025-04-14T21:16:31.906178,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\CHq3SIGfCKo.json,pending,,0
0bvsCvT1aho,"""We Ought To Walk As Christ Walked - Part 4"" I John 2:6","Fellowship Baptist Church - Oakton, VA 
November 13, 2024 (Wednesday Bible Study)",20241117,2351,5,0,https://www.youtube.com/watch?v=0bvsCvT1aho,https://i.ytimg.com/vi/0bvsCvT1aho/maxresdefault.jpg,processed,2025-04-14T21:20:34.100709,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\0bvsCvT1aho.json,pending,,0
9KxM021cU1c,"""To The Church Of Ephesus - Part 1"" Revelation 2:1-7","Fellowship Baptist Church - Oakton, VA 
November 10, 2024 (Evening Worship)",20241111,2833,8,0,https://www.youtube.com/watch?v=9KxM021cU1c,https://i.ytimg.com/vi/9KxM021cU1c/maxresdefault.jpg,processed,2025-04-14T21:25:33.928707,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\9KxM021cU1c.json,pending,,0
Xx99YvltqXQ,"""We Ought To Walk As Christ Walked - Part 3"" I John 2:6","Fellowship Baptist Church - Oakton, VA 
November 6, 2024 (Wednesday Bible Study)",20241111,2187,3,0,https://www.youtube.com/watch?v=Xx99YvltqXQ,https://i.ytimg.com/vi/Xx99YvltqXQ/maxresdefault.jpg,processed,2025-04-14T21:29:19.793269,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\Xx99YvltqXQ.json,pending,,0
Mxme6byM7mw,"""Preparation For Persecution"" II Timothy 3:10-12","Fellowship Baptist Church - Oakton, VA 
November 10, 2024 (Morning Worship)",20241110,3143,15,0,https://www.youtube.com/watch?v=Mxme6byM7mw,https://i.ytimg.com/vi/Mxme6byM7mw/maxresdefault.jpg,processed,2025-04-14T21:34:52.540029,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\Mxme6byM7mw.json,pending,,0
2laf56evDRY,"""John Saw Him"" Revelation 1:9-20","Fellowship Baptist Church - Oakton, VA 
November 3, 2024 (Evening Worship)",20241104,2933,32,1,https://www.youtube.com/watch?v=2laf56evDRY,https://i.ytimg.com/vi/2laf56evDRY/maxresdefault.jpg,processed,2025-04-14T21:39:55.574680,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\2laf56evDRY.json,pending,,0
HyiDXKZbWS8,"""Perilous Times"" II Timothy 3:1-9","Fellowship Baptist Church - Oakton, VA 
November 3, 2024 (Morning Worship)",20241104,3187,12,0,https://www.youtube.com/watch?v=HyiDXKZbWS8,https://i.ytimg.com/vi/HyiDXKZbWS8/maxresdefault.jpg,processed,2025-04-14T21:45:12.925659,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\HyiDXKZbWS8.json,pending,,0
W8g6GlJtjpg,"""We Ought To Walk As Christ Walked - Part 2"" I John 2:6","Fellowship Baptist Church - Oakton, VA 
October 30, 2024 (Wednesday Bible Study)",20241104,2190,5,0,https://www.youtube.com/watch?v=W8g6GlJtjpg,https://i.ytimg.com/vi/W8g6GlJtjpg/maxresdefault.jpg,processed,2025-04-14T21:49:22.372669,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\W8g6GlJtjpg.json,pending,,0
iOuNydlRGNs,"""Get Your Eyes On Jesus"" Revelation 1:4-8","Fellowship Baptist Church - Oakton, VA 
October 27, 2024 (Evening Worship)",20241104,2508,1,0,https://www.youtube.com/watch?v=iOuNydlRGNs,https://i.ytimg.com/vi/iOuNydlRGNs/maxresdefault.jpg,processed,2025-04-14T21:53:57.376800,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\iOuNydlRGNs.json,pending,,0
35c77xaGibc,"""The Lord Is King For Ever And Ever"" Psalm 10:16","Fellowship Baptist Church - Oakton, VA 
October 27, 2024 (Morning Worship)",20241027,3378,34,0,https://www.youtube.com/watch?v=35c77xaGibc,https://i.ytimg.com/vi/35c77xaGibc/maxresdefault.jpg,processed,2025-04-14T21:59:25.052776,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\35c77xaGibc.json,pending,,0
qBNqkK_OxzA,"""We Ought To Listen Up - Part 2"" Hebrews 2:1-4","Fellowship Baptist Church - Oakton, VA 
October 16, 2024 (Wednesday Bible Study)",20241026,2101,3,0,https://www.youtube.com/watch?v=qBNqkK_OxzA,https://i.ytimg.com/vi/qBNqkK_OxzA/maxresdefault.jpg,processed,2025-04-14T22:13:12.740942,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\qBNqkK_OxzA.json,pending,,0
WWASD9CXEro,"""We Ought To Walk As Christ Walked - Part 1"" I John 2:6","Fellowship Baptist Church - Oakton, VA 
October 23, 2024 (Wednesday Bible Study)",20241026,2133,4,0,https://www.youtube.com/watch?v=WWASD9CXEro,https://i.ytimg.com/vi/WWASD9CXEro/maxresdefault.jpg,processed,2025-04-14T22:17:03.190182,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\WWASD9CXEro.json,pending,,0
E-g-Sq7N4Bg,"""The Revelation Of Jesus Christ"" Revelation 1:1-3","Fellowship Baptist Church - Oakton, VA 
October 20, 2024 (Evening Worship)",20241021,2902,12,0,https://www.youtube.com/watch?v=E-g-Sq7N4Bg,https://i.ytimg.com/vi/E-g-Sq7N4Bg/maxresdefault.jpg,processed,2025-04-14T22:21:54.639663,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\E-g-Sq7N4Bg.json,pending,,0
x_cP5nnwVQU,"""We Ought To Listen Up - Part 1"" Hebrews 2:1-4","Fellowship Baptist Church - Oakton, VA 
October 9, 2024 (Wednesday Bible Study)",20241015,2165,6,0,https://www.youtube.com/watch?v=x_cP5nnwVQU,https://i.ytimg.com/vi/x_cP5nnwVQU/maxresdefault.jpg,processed,2025-04-14T22:25:38.396898,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\x_cP5nnwVQU.json,pending,,0
NQwl69OFN-Y,"""A Good Soldier - Part 5"" II Timothy 2:6, 24-26","Fellowship Baptist Church - Oakton, VA 
October 13, 2024 (Morning Worship)",20241013,3023,12,0,https://www.youtube.com/watch?v=NQwl69OFN-Y,https://i.ytimg.com/vi/NQwl69OFN-Y/maxresdefault.jpg,processed,2025-04-14T22:31:08.704917,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\NQwl69OFN-Y.json,pending,,0
52bJLKAbdng,"""A Good Soldier - Part 4"" II Timothy 2:5, 22-23","Fellowship Baptist Church - Oakton, VA 
October 6, 2024 (Morning Worship)",20241009,3055,9,0,https://www.youtube.com/watch?v=52bJLKAbdng,https://i.ytimg.com/vi/52bJLKAbdng/maxresdefault.jpg,processed,2025-04-14T22:36:28.370631,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\52bJLKAbdng.json,pending,,0
qKPSzK25Qso,"""What Doest Thou Here, Elijah?"" I Kings 19:1-18","Fellowship Baptist Church - Oakton, VA 
October 6, 2024 (Evening Worship)",20241009,2768,3,0,https://www.youtube.com/watch?v=qKPSzK25Qso,https://i.ytimg.com/vi/qKPSzK25Qso/maxresdefault.jpg,processed,2025-04-14T22:41:19.991536,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\qKPSzK25Qso.json,pending,,0
We8921d40Z4,"""Yield Yourselves Unto God"" Romans 6:1-19","Fellowship Baptist Church - Oakton, VA 
October 2, 2024 (Wednesday Bible Study)",20241004,2409,9,0,https://www.youtube.com/watch?v=We8921d40Z4,https://i.ytimg.com/vi/We8921d40Z4/maxresdefault.jpg,processed,2025-04-14T22:45:28.836109,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\We8921d40Z4.json,pending,,0
LgYZtFLVeXk,"""A Good Soldier - Part Three"" II Timothy 2:4","Fellowship Baptist Church - Oakton, VA 
September 22, 2024 (Morning Worship)",20240922,3124,27,0,https://www.youtube.com/watch?v=LgYZtFLVeXk,https://i.ytimg.com/vi/LgYZtFLVeXk/maxresdefault.jpg,processed,2025-04-14T22:50:58.429058,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\LgYZtFLVeXk.json,pending,,0
w1BfKif_BvI,"""We Ought To Seek The Lord"" James 4:13-15","Fellowship Baptist Church - Oakton, VA 
September 18, 2024 (Wednesday Bible Study)",20240922,2271,8,0,https://www.youtube.com/watch?v=w1BfKif_BvI,https://i.ytimg.com/vi/w1BfKif_BvI/maxresdefault.jpg,processed,2025-04-14T22:54:59.835899,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\w1BfKif_BvI.json,pending,,0
lmbflZLlrso,"""We Ought To Proclaim The Gospel"" Ephesians 6:19-20","Fellowship Baptist Church - Oakton, VA 
August 28, 2024 (Wednesday Bible Study)",20240922,2184,2,0,https://www.youtube.com/watch?v=lmbflZLlrso,https://i.ytimg.com/vi/lmbflZLlrso/maxresdefault.jpg,processed,2025-04-14T22:58:36.740208,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\lmbflZLlrso.json,pending,,0
fA6v_soJiXY,"""We Ought To Love One Another"" I John 4:11","Fellowship Baptist Church - Oakton, VA 
September 4, 2024 (Wednesday Bible Study)",20240922,2192,1,0,https://www.youtube.com/watch?v=fA6v_soJiXY,https://i.ytimg.com/vi/fA6v_soJiXY/maxresdefault.jpg,processed,2025-04-14T23:02:33.295236,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\fA6v_soJiXY.json,pending,,0
8OgJllM8BSQ,"""We Ought To Walk Humbly"" Romans 12:3","Fellowship Baptist Church - Oakton, VA 
August 14, 2024 (Wednesday Bible Study)",20240922,2148,3,0,https://www.youtube.com/watch?v=8OgJllM8BSQ,https://i.ytimg.com/vi/8OgJllM8BSQ/maxresdefault.jpg,processed,2025-04-14T23:06:27.999936,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\8OgJllM8BSQ.json,pending,,0
7yncUIBU7z4,"""We Ought To Grow Spiritually"" Hebrews 5:11-14","Fellowship Baptist Church - Oakton, VA 
July 31, 2024 (Wednesday Bible Study)",20240922,2242,13,1,https://www.youtube.com/watch?v=7yncUIBU7z4,https://i.ytimg.com/vi/7yncUIBU7z4/maxresdefault.jpg,processed,2025-04-14T23:10:25.859763,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\7yncUIBU7z4.json,pending,,0
FNdJ1k9QVCA,"""A Good Soldier - Part 2"" II Timothy 2:4, 14-19","Fellowship Baptist Church - Oakton, VA 
September 8, 2024 (Morning Worship)",20240909,2968,8,0,https://www.youtube.com/watch?v=FNdJ1k9QVCA,https://i.ytimg.com/vi/FNdJ1k9QVCA/maxresdefault.jpg,processed,2025-04-14T23:15:45.669252,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\FNdJ1k9QVCA.json,pending,,0
yyDjL7t8hRw,"""Brethren, Pray For Us"" I Thessalonians 5:25","Fellowship Baptist Church - Oakton, VA 
September 8, 2024 (Evening Worship)",20240909,2133,6,1,https://www.youtube.com/watch?v=yyDjL7t8hRw,https://i.ytimg.com/vi/yyDjL7t8hRw/maxresdefault.jpg,processed,2025-04-14T23:19:18.114185,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\yyDjL7t8hRw.json,pending,,0
VYM8I8XbpI8,"""A Good Soldier - Part 1"" II Timothy 2:3","Fellowship Baptist Church - Oakton, VA 
September 1, 2024 (Morning Worship)",20240902,3268,11,1,https://www.youtube.com/watch?v=VYM8I8XbpI8,https://i.ytimg.com/vi/VYM8I8XbpI8/maxresdefault.jpg,processed,2025-04-14T23:24:53.748722,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\VYM8I8XbpI8.json,pending,,0
XmrMnXINE5Q,"""Tongues Shall Cease"" I Corinthians 13:8","Fellowship Baptist Church - Oakton, VA 
August 25, 2024 (Evening Worship)",20240902,3098,29,1,https://www.youtube.com/watch?v=XmrMnXINE5Q,https://i.ytimg.com/vi/XmrMnXINE5Q/maxresdefault.jpg,processed,2025-04-14T23:30:15.261217,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\XmrMnXINE5Q.json,pending,,0
4ytTjjDvj2k,"""Be Of Good Cheer"" John 16:33","Fellowship Baptist Church - Oakton, VA 
August 25, 2024 (Morning Worship)",20240828,2930,16,0,https://www.youtube.com/watch?v=4ytTjjDvj2k,https://i.ytimg.com/vi/4ytTjjDvj2k/maxresdefault.jpg,processed,2025-04-14T23:35:07.409012,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\4ytTjjDvj2k.json,pending,,0
1G-uKA-Shpo,"""Teach Others Also"" II Timothy 2:1-2","Fellowship Baptist Church - Oakton, VA 
August 18, 2024 (Morning Worship)",20240819,2998,5,0,https://www.youtube.com/watch?v=1G-uKA-Shpo,https://i.ytimg.com/vi/1G-uKA-Shpo/maxresdefault.jpg,processed,2025-04-14T23:40:00.984675,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\1G-uKA-Shpo.json,pending,,0
kSiYJ1lbpPo,"""The Valley Of Achor"" Hosea 2:14-23","Fellowship Baptist Church - Oakton, VA 
August 18, 2024 (Evening Worship)",20240819,2607,6,0,https://www.youtube.com/watch?v=kSiYJ1lbpPo,https://i.ytimg.com/vi/kSiYJ1lbpPo/maxresdefault.jpg,processed,2025-04-14T23:44:32.946726,C:\Users\rdw71\Documents\Python\sermon-library\transcription\data\transcripts\kSiYJ1lbpPo.json,pending,,0
